CustomerID,OnlineOrderFlag,Status,TerritoryName,CountryRegionCode,Group,StoreName,ShipMethodName
11087,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11088,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11089,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11090,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11091,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11092,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11093,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11094,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11095,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11096,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11097,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11098,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11099,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11100,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11101,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11102,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11103,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11104,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11105,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11106,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11107,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11108,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11109,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11110,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11111,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11112,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11113,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11114,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11115,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11116,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11117,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11118,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11119,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11120,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11121,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11122,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11123,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11124,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11125,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11126,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11127,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11128,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11129,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11130,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11131,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11132,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11133,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11134,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11135,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11136,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11137,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11138,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11139,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11140,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11141,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11142,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11143,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11144,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11145,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11146,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11147,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11148,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11149,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11150,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11151,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11152,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11153,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11154,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11155,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11156,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11157,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11158,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11159,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11160,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11161,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11162,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11163,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11164,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11165,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11166,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11167,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11168,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11169,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11170,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11171,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11172,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11173,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11174,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11175,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11176,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11177,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11178,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11179,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11180,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11181,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11182,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11183,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11184,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11185,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11186,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11187,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11188,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11189,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11190,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11191,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11192,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11193,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11194,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11195,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11196,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11197,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11198,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11199,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11200,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11201,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11202,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11203,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11204,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11205,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11206,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11207,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11208,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11209,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11210,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11211,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11212,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11213,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11214,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11215,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11216,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11217,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11218,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11219,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11220,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11221,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11222,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11223,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11224,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11225,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11226,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11227,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11228,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11229,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11230,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11231,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11232,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11233,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11234,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11235,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11236,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11237,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11238,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11239,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11240,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11241,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11242,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11243,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11244,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11245,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11246,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11247,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11248,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11249,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11250,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11251,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11252,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11253,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11254,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11255,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11256,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11257,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11258,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11259,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11260,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11261,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11262,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11263,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11264,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11265,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11266,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11267,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11268,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11269,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11270,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11271,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11272,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11273,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11274,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11275,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11276,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11277,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11278,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11279,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11280,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11281,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11282,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11283,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11284,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11285,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11286,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11287,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11288,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11289,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11290,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11291,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11292,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11293,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11294,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11295,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11296,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11297,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11298,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11299,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11300,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11301,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11302,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11303,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11304,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11305,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11306,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11307,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11308,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11309,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11310,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11311,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11312,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11313,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11314,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11315,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11316,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11317,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11318,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11319,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11320,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11321,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11322,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11323,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11324,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11325,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
11326,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11327,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11328,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11329,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
11330,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11331,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
11332,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11333,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11334,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11335,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11336,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11337,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11338,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11339,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11340,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11341,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11342,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11343,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11344,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11345,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11346,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11347,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11348,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11349,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11350,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11351,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11352,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11353,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11354,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11355,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11356,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11357,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11358,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11359,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11360,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11361,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11362,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11363,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11364,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11365,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11366,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11367,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11368,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11369,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11370,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11371,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11372,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
11373,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11374,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11375,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11376,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11377,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11378,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11379,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11380,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11381,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11382,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11383,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11384,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11385,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11386,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11387,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11388,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11389,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11390,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11391,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11392,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11393,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11394,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11395,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11396,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11397,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11398,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11399,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11400,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11401,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11402,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11403,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11404,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11405,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11406,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
11407,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
11408,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
11409,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
